renda_anual_da_familia,numero_de_criancas,gasto_em_vinhos,gasto_em_frutas,gasto_em_carnes,gasto_em_peixes,gasto_em_doces,gasto_produtos_ouro,compras_loja,visitas_site_mes,compras_site_empresa,idade,nivel_superior,com_parceria
42618.0,1,76,14,74,13,5,10,4,8,1,42,1,0
81246.0,0,398,190,537,61,156,37,7,1,1,50,1,0
24027.0,1,14,7,11,11,0,5,3,8,0,38,1,1
55707.0,0,208,7,82,30,66,35,9,3,0,61,1,1
57959.0,0,430,16,322,43,24,33,11,3,1,59,1,0
56796.0,0,656,38,161,62,47,37,7,7,1,45,1,1
36230.0,1,14,2,30,8,2,3,4,5,0,43,1,0
70829.0,1,141,70,106,72,19,23,8,3,1,34,1,1
65991.0,0,507,19,364,25,47,9,10,7,1,38,1,1
38988.0,1,164,24,103,12,3,42,6,8,1,42,1,1
89572.0,0,606,24,974,197,194,64,9,4,1,48,1,0
42207.0,1,116,11,72,3,17,46,5,6,1,30,1,1
50300.0,0,143,15,60,24,23,5,8,2,0,62,1,1
66664.0,0,398,96,447,220,96,32,6,3,1,32,1,1
60597.0,0,522,0,257,32,16,66,8,7,0,50,1,1
70165.0,0,161,0,253,199,191,122,11,1,0,65,1,0
50520.0,0,112,0,6,2,1,14,3,6,0,56,1,0
80124.0,0,483,84,398,205,84,241,8,1,0,51,1,1
33183.0,1,7,5,39,17,15,37,3,7,1,39,1,1
66582.0,0,789,25,420,16,38,0,9,1,0,45,1,0
75261.0,0,1239,17,413,23,34,17,5,2,1,59,1,1
31880.0,1,4,1,5,2,0,3,2,8,0,44,1,0
53790.0,0,335,42,127,28,5,5,8,6,1,63,1,1
49269.0,1,639,8,166,11,8,58,12,7,1,43,1,1
61456.0,0,563,76,384,84,192,89,13,4,1,39,1,1
37406.0,1,2,0,8,2,2,3,2,8,0,34,1,1
56937.0,1,746,8,125,11,8,8,9,6,1,33,1,1
38415.0,1,22,1,13,4,0,4,3,7,0,36,1,1
20518.0,1,4,1,6,4,1,9,2,5,0,26,1,0
62503.0,0,478,0,193,110,75,117,11,5,1,58,1,1
41644.0,1,20,3,4,2,0,2,3,3,0,42,1,0
55842.0,0,451,0,39,0,4,24,8,5,1,37,1,1
62010.0,0,371,22,39,6,0,92,7,5,1,42,1,1
41124.0,1,281,7,84,15,0,119,4,8,1,37,1,1
38961.0,1,19,7,19,0,1,24,2,7,0,41,1,1
37760.0,1,26,3,13,2,10,0,3,6,0,42,1,0
32233.0,1,138,15,35,25,11,72,2,9,1,40,1,0
43057.0,0,213,2,44,0,2,5,5,5,1,39,1,1
83151.0,0,407,28,100,120,74,18,4,3,1,54,1,1
78825.0,0,483,74,114,169,37,18,13,3,1,50,1,0
65104.0,0,738,0,232,13,20,50,7,7,0,38,1,1
60093.0,0,502,12,109,16,6,90,10,6,1,40,1,1
14045.0,1,11,0,5,2,1,1,3,7,0,45,1,1
28457.0,0,24,1,108,29,29,14,4,8,1,62,1,0
78952.0,0,1170,19,594,99,76,134,12,6,0,56,1,1
46310.0,1,185,2,88,15,5,14,5,8,1,38,1,0
76005.0,0,983,20,389,240,50,40,13,6,0,59,1,1
58308.0,0,691,0,69,10,0,130,3,8,0,50,1,0
55614.0,0,504,13,131,8,0,26,6,7,1,70,1,0
59432.0,0,317,25,265,25,19,12,11,5,1,52,1,0
55563.0,0,29,1,9,2,0,2,3,3,0,36,1,0
78642.0,0,1396,0,322,46,35,17,4,6,1,43,1,1
67911.0,0,529,0,356,63,28,0,11,3,1,65,1,1
65275.0,0,388,14,218,91,14,21,13,2,1,70,1,1
27203.0,1,13,2,21,4,0,24,2,8,0,64,1,1
48330.0,0,28,0,4,0,0,0,3,5,0,53,1,1
24279.0,0,16,36,21,20,62,108,3,8,1,24,0,1
64355.0,1,1047,0,140,67,38,153,12,8,1,29,1,1
50943.0,0,31,0,7,2,0,6,3,5,0,58,1,1
53653.0,0,815,10,239,28,10,108,12,6,1,61,1,0
65665.0,0,225,162,387,106,36,29,8,3,1,38,1,1
81217.0,0,493,70,324,146,40,84,11,1,0,25,1,0
34935.0,0,34,4,66,3,10,20,4,7,0,22,1,1
61250.0,0,382,138,65,60,26,59,12,5,1,55,1,0
39665.0,1,127,1,56,0,1,31,3,7,1,33,1,1
60152.0,0,325,83,300,86,58,91,12,3,1,35,1,0
48920.0,0,238,17,68,8,10,6,5,7,1,50,1,1
89120.0,0,1168,92,408,72,129,55,7,1,1,55,1,1
44124.0,0,284,0,55,0,6,52,5,8,1,68,1,1
81169.0,0,1288,20,613,80,61,27,9,2,1,39,1,0
36443.0,1,65,0,46,4,3,20,3,8,0,53,1,1
26095.0,1,11,7,9,3,1,11,3,7,0,24,1,0
71367.0,0,227,23,389,42,21,75,7,2,1,55,1,1
80184.0,0,1035,134,670,25,38,0,10,3,1,70,1,1
30630.0,1,27,1,12,2,0,10,3,7,0,49,1,0
73454.0,0,982,73,351,56,14,175,6,5,0,27,1,0
42691.0,0,179,2,64,38,17,58,6,5,1,23,1,1
70503.0,0,1379,33,216,0,33,66,9,6,0,61,1,1
25545.0,1,32,1,64,16,12,85,3,6,0,27,1,1
32880.0,1,8,4,15,7,6,2,3,8,0,28,1,1
77863.0,0,881,38,319,16,25,12,10,2,1,56,1,1
50353.0,0,141,15,153,67,31,35,6,3,1,37,1,1
61839.0,0,1000,155,379,224,17,120,4,8,1,50,1,0
49154.0,1,206,10,67,30,27,71,8,6,1,54,1,1
47682.0,0,162,61,83,97,57,61,8,5,1,39,1,0
72679.0,0,619,54,260,127,54,54,5,1,1,45,1,0
57954.0,1,456,4,24,0,0,9,6,7,1,37,1,1
65316.0,1,112,6,92,3,9,38,5,4,0,52,1,1
28567.0,1,11,3,22,2,2,6,3,6,0,32,1,0
47352.0,0,172,12,112,8,0,15,5,7,1,63,1,1
44931.0,0,78,0,11,0,0,7,3,5,0,47,1,1
76982.0,0,464,151,292,65,60,30,4,4,1,47,1,0
57247.0,0,99,4,32,37,54,6,7,2,0,62,1,1
22944.0,1,19,3,19,4,5,26,3,7,0,33,1,0
25315.0,1,1,9,8,11,3,22,3,8,0,37,1,1
43638.0,0,63,10,83,7,19,19,4,7,1,45,1,0
42710.0,1,252,3,42,4,3,102,3,6,1,30,1,0
84169.0,0,1478,19,403,0,19,0,6,3,1,32,1,1
54058.0,0,198,18,252,32,108,54,8,3,1,38,1,1
24683.0,1,8,4,10,6,7,6,4,5,0,24,1,1
85620.0,0,416,46,925,60,107,46,4,1,0,50,1,0
47850.0,1,42,7,43,20,12,10,4,6,0,34,1,1
19514.0,1,14,3,21,2,1,28,2,8,0,46,1,1
27159.0,1,17,0,3,0,0,1,3,6,0,41,1,1
39548.0,1,15,4,10,3,4,18,3,3,0,51,1,0
21474.0,1,6,16,24,11,0,34,2,7,0,25,1,0
60504.0,0,458,0,24,6,4,34,8,6,1,43,1,0
22419.0,0,30,3,47,19,21,42,2,8,0,51,1,1
81698.0,0,179,28,520,111,123,47,13,1,0,65,1,1
43462.0,1,90,17,97,15,6,15,5,8,1,62,1,1
54880.0,1,308,85,137,102,45,118,11,5,1,36,1,0
79908.0,0,557,129,761,29,185,111,7,2,1,32,1,1
15315.0,0,7,4,13,15,8,17,4,5,0,44,1,1
87771.0,0,1492,38,287,50,57,33,4,6,1,55,1,1
33039.0,1,30,8,12,8,8,12,4,5,0,36,1,1
81741.0,0,249,153,940,58,134,38,7,2,1,34,1,0
71499.0,0,465,25,132,136,0,37,13,4,1,43,1,1
62466.0,0,129,129,259,168,121,83,12,4,1,44,1,1
48799.0,0,174,18,81,28,6,24,7,3,0,51,1,0
52157.0,0,189,2,29,3,2,40,5,4,0,64,1,1
66565.0,0,747,10,161,65,40,42,9,8,1,52,1,0
29298.0,1,6,0,2,2,0,1,2,5,0,63,1,1
47691.0,0,14,0,3,0,0,4,2,6,0,35,1,0
38200.0,1,12,0,4,0,0,1,2,7,0,44,1,1
44989.0,0,98,0,106,49,10,106,5,6,1,40,1,1
38443.0,1,32,0,5,0,0,1,3,7,0,46,1,1
38593.0,1,51,12,49,17,24,24,3,8,1,36,1,0
64413.0,0,200,5,44,0,10,20,5,5,1,44,1,1
36959.0,1,25,6,25,6,0,0,3,8,0,33,1,1
61996.0,0,1050,12,144,0,0,24,8,5,1,37,1,1
51287.0,1,117,0,22,13,0,30,3,7,1,46,1,1
13260.0,1,9,4,17,10,2,7,3,8,0,44,1,1
47472.0,1,56,0,11,0,0,8,4,5,0,48,1,1
54603.0,1,145,13,46,17,2,4,4,7,1,58,1,1
45207.0,1,203,0,10,0,0,2,6,6,0,40,1,1
40689.0,0,270,3,27,39,6,99,5,8,1,63,1,1
47821.0,1,9,0,16,6,6,10,3,8,0,47,1,1
27450.0,0,37,12,23,8,11,52,3,7,0,63,1,1
39453.0,1,46,0,7,0,0,2,3,6,0,31,1,1
26850.0,1,31,1,13,7,2,9,4,4,0,43,1,1
79800.0,0,1060,21,530,32,0,224,5,3,1,59,1,0
61794.0,0,264,47,188,54,47,11,10,2,1,53,1,1
53863.0,0,399,4,30,6,4,30,7,7,1,59,1,1
24221.0,0,8,9,9,2,5,22,3,4,0,55,1,1
39684.0,1,19,0,35,6,4,17,2,7,0,30,1,0
92163.0,0,817,183,797,106,163,20,5,2,1,39,1,1
69882.0,0,292,127,635,132,127,165,9,1,0,49,1,0
33178.0,1,12,6,2,11,2,16,3,4,0,37,1,1
59973.0,0,130,30,168,20,34,0,7,1,0,42,1,1
17459.0,1,6,4,16,3,10,30,2,7,0,39,1,1
23910.0,1,16,12,18,7,1,13,3,7,0,45,1,0
42169.0,1,19,0,9,0,0,2,3,8,0,45,1,1
26224.0,1,4,7,15,13,9,15,3,6,0,36,1,1
31089.0,1,31,3,31,2,8,4,4,8,0,33,1,1
30081.0,0,36,0,2,0,0,4,3,7,0,53,1,0
62807.0,0,526,28,135,10,21,99,12,5,1,54,1,1
72906.0,0,400,32,519,71,75,54,9,1,0,59,1,0
61467.0,0,410,16,114,0,5,49,10,5,1,66,1,1
49618.0,1,80,3,26,4,2,14,3,7,0,48,1,1
21888.0,1,88,10,46,2,3,64,2,10,1,28,1,0
42429.0,0,55,0,6,2,0,4,3,5,0,41,1,0
26150.0,2,5,1,13,3,5,1,3,7,0,58,1,0
30801.0,0,8,4,5,15,2,11,3,7,0,39,0,1
81168.0,0,410,0,592,147,22,22,7,3,1,49,1,1
26877.0,0,101,13,76,20,18,40,6,6,0,45,1,0
45006.0,0,162,25,53,16,0,10,7,3,0,70,1,0
18978.0,1,2,8,1,4,7,15,3,8,0,41,0,1
22574.0,2,25,0,8,2,0,2,3,7,0,47,1,1
48240.0,0,389,91,248,64,49,41,13,5,1,45,1,0
45837.0,1,215,13,87,17,17,24,5,7,1,40,1,1
35791.0,2,27,0,5,0,0,3,3,8,0,49,1,0
162397.0,1,85,1,16,2,1,2,1,1,0,38,1,1
54162.0,1,5,6,10,6,5,10,3,4,0,36,1,0
30522.0,0,179,8,83,19,11,26,9,2,0,54,1,1
54456.0,0,352,0,27,10,0,15,7,6,1,53,1,1
31632.0,0,17,8,12,11,15,32,2,7,0,43,1,0
72298.0,0,625,35,169,58,17,35,6,1,1,65,1,0
36975.0,1,10,6,11,0,4,2,3,7,0,36,1,0
72635.0,0,390,22,323,104,35,107,6,3,1,59,1,1
13624.0,1,10,2,15,2,1,6,3,6,0,38,1,1
84196.0,0,215,63,507,231,31,190,7,3,1,39,1,0
70971.0,0,1001,17,572,93,125,17,5,7,1,54,1,1
34487.0,1,19,18,33,24,1,8,3,9,0,37,1,0
28769.0,1,41,5,129,10,3,3,4,9,1,37,1,0
69084.0,1,1181,107,199,39,30,30,13,8,1,44,1,1
65488.0,0,603,45,207,36,18,54,6,1,0,56,1,1
62466.0,0,129,129,259,168,121,83,12,4,1,44,1,1
32218.0,0,10,24,15,13,1,30,3,7,0,54,1,0
83917.0,0,514,22,732,42,198,79,7,3,1,41,1,0
46102.0,2,14,0,1,0,0,1,2,7,0,52,1,0
84574.0,0,387,20,713,38,54,163,11,5,1,62,1,0
56181.0,0,121,103,69,8,44,48,7,4,1,52,1,1
63120.0,0,965,69,279,54,41,69,9,7,1,64,1,0
73691.0,0,707,21,250,85,43,73,8,2,1,43,1,1
63381.0,0,571,50,142,33,50,159,13,2,1,54,1,1
76140.0,0,586,66,653,17,0,26,6,2,1,66,1,1
62859.0,0,1063,89,102,16,12,25,6,6,1,55,1,0
45906.0,0,305,3,27,4,3,144,4,5,1,50,1,0
77632.0,0,1200,105,758,0,42,147,6,2,1,67,1,1
46463.0,1,163,2,40,8,11,11,6,6,0,43,1,1
105471.0,0,1009,181,104,202,21,207,13,3,1,44,1,1
55282.0,1,125,6,73,8,4,19,6,4,0,44,1,0
78710.0,0,721,0,152,119,50,50,12,4,1,37,1,1
66886.0,0,315,4,62,41,31,146,7,5,1,56,1,1
98777.0,0,1000,19,711,125,115,38,9,1,1,54,1,0
29103.0,1,16,0,17,6,3,6,3,9,0,29,1,1
67445.0,0,757,80,217,29,80,11,12,6,1,40,1,1
50616.0,0,30,2,25,0,1,9,4,2,0,64,1,1
49431.0,0,219,3,100,26,0,17,5,8,1,59,1,0
153924.0,0,1,1,1,1,1,1,0,0,0,39,1,0
61278.0,0,111,3,28,2,6,15,4,6,0,61,1,1
26490.0,0,45,47,52,21,20,25,5,6,0,56,1,1
73059.0,0,410,112,420,0,82,71,13,4,1,67,1,1
46734.0,1,100,1,39,6,1,76,3,6,0,48,1,0
56253.0,0,509,0,65,7,11,5,9,6,1,51,1,1
19986.0,1,3,6,5,0,2,6,3,7,0,29,1,1
58330.0,0,445,53,213,104,98,151,13,4,1,39,1,0
25965.0,0,2,2,11,41,7,11,3,8,0,34,0,1
14661.0,0,4,1,11,6,2,2,3,6,0,58,1,1
18690.0,0,6,1,7,23,4,19,2,8,0,55,1,1
45068.0,0,14,0,3,0,0,3,2,7,0,40,1,1
21063.0,1,1,10,11,19,3,15,3,6,0,27,0,0
29187.0,1,26,0,6,0,0,2,3,8,0,46,1,1
54690.0,1,111,16,37,7,9,18,5,3,0,43,1,1
59304.0,0,418,61,428,80,51,10,10,5,1,50,1,1
59247.0,0,327,9,122,19,14,83,9,6,1,52,1,0
66731.0,0,371,159,194,58,106,141,6,3,1,44,1,0
77353.0,0,275,59,107,69,101,59,8,4,1,34,1,1
52614.0,0,789,0,142,12,9,38,8,8,0,39,1,0
26751.0,2,1,1,5,0,3,1,2,8,0,40,1,1
81300.0,0,1004,12,145,32,12,36,5,5,1,51,1,1
70337.0,0,187,81,149,25,43,91,12,1,0,35,1,0
36145.0,1,56,4,76,17,1,18,3,9,1,29,1,1
65295.0,0,365,32,117,34,110,6,13,2,0,34,1,0
68118.0,0,595,23,123,10,23,154,4,6,1,51,1,0
68743.0,0,1132,134,384,175,134,115,13,7,1,47,1,0
41039.0,0,34,11,137,179,61,45,5,8,1,32,1,1
38946.0,0,116,6,82,6,6,41,6,5,0,59,1,1
65777.0,0,565,32,435,28,32,54,6,1,0,47,1,1
66476.0,0,372,18,126,47,48,78,11,4,1,38,1,0
86857.0,0,899,102,838,133,102,40,10,2,1,42,1,0
160803.0,0,55,16,1622,17,3,4,1,0,0,32,1,1
77845.0,0,760,40,480,0,40,26,12,1,0,25,1,1
69476.0,0,260,86,559,63,9,67,4,2,1,45,1,1
50611.0,0,459,0,24,6,0,4,7,6,1,54,1,0
61209.0,0,466,0,224,119,49,99,4,2,1,44,1,0
42315.0,0,67,15,80,17,11,80,4,3,0,56,1,1
13084.0,0,2,0,7,3,7,10,3,6,0,62,0,1
47570.0,1,67,1,20,0,2,31,2,7,0,65,1,0
61923.0,0,92,4,18,3,3,6,4,3,0,53,1,1
34824.0,0,4,2,11,2,0,4,2,6,0,19,1,0
26518.0,1,20,1,28,3,3,2,3,8,0,65,1,0
45938.0,0,273,11,178,62,83,29,6,6,1,53,1,0
78468.0,0,434,22,388,104,22,34,10,4,1,54,1,1
78901.0,0,321,11,309,33,26,34,5,4,1,41,1,0
71427.0,2,212,123,177,15,64,23,8,4,1,36,1,1
71022.0,0,909,12,278,0,12,242,11,8,1,36,1,0
90247.0,0,1184,32,352,21,16,16,7,1,0,26,1,0
41335.0,1,112,19,21,16,14,5,4,7,1,46,1,0
71952.0,1,656,80,455,52,107,93,8,4,1,28,1,1
35682.0,1,23,0,8,6,2,18,3,2,0,44,1,0
43185.0,0,537,6,42,16,6,30,6,8,1,63,1,0
66375.0,0,712,0,45,0,0,191,5,7,0,66,1,1
35178.0,1,23,1,13,2,2,18,2,7,0,43,1,1
25252.0,1,1,3,4,2,2,6,2,8,0,28,1,1
55250.0,0,664,58,83,32,0,66,10,5,1,49,1,0
33249.0,1,6,10,21,19,14,42,3,6,0,39,1,0
58398.0,0,299,5,201,21,21,49,8,4,1,61,1,1
50272.0,1,99,13,66,43,8,4,5,7,1,32,1,1
76618.0,0,749,40,294,121,160,147,5,1,0,39,1,1
87305.0,0,345,25,501,63,138,80,8,2,1,54,1,0
25851.0,1,9,4,18,7,5,5,3,7,0,36,1,1
58710.0,0,440,81,368,0,122,174,9,6,1,44,1,0
45160.0,1,8,2,5,3,0,3,2,7,0,56,1,0
74806.0,0,670,9,249,0,28,9,5,4,1,49,1,1
59111.0,0,524,0,134,28,28,155,8,7,1,60,1,1
18988.0,1,6,0,6,2,1,1,3,7,0,30,1,1
72190.0,0,597,166,597,172,166,249,4,3,1,49,1,1
7500.0,1,7,0,12,13,7,32,2,9,1,38,1,1
44794.0,0,54,0,7,0,0,4,3,6,0,48,1,1
80395.0,0,445,25,706,80,76,48,12,2,1,59,1,1
75012.0,0,294,142,218,164,58,151,11,1,0,38,1,0
56962.0,2,292,3,77,10,3,26,5,7,1,49,1,1
89891.0,0,412,22,132,59,28,183,8,4,1,23,1,1
35946.0,1,8,0,3,0,0,0,3,5,0,65,1,0
53593.0,1,349,4,78,6,0,43,6,8,1,61,1,1
66373.0,1,328,9,124,12,24,109,10,3,1,36,1,1
45072.0,1,144,2,99,7,2,30,4,8,1,66,1,0
89694.0,1,1126,28,211,37,28,42,4,5,1,41,1,0
72025.0,0,967,0,617,43,50,0,13,2,1,65,1,1
67432.0,0,432,79,341,177,136,170,4,4,1,41,1,1
70545.0,0,138,39,63,55,18,21,7,2,1,62,1,1
17487.0,1,0,0,1,7,4,6,2,7,0,25,0,1
62882.0,0,509,133,497,78,24,97,6,4,1,45,1,1
64108.0,0,948,10,86,13,21,21,11,5,1,61,1,0
34941.0,1,39,2,25,4,3,24,3,8,0,58,1,1
48767.0,1,28,1,21,3,0,10,3,5,0,64,1,0
38702.0,1,13,11,24,13,8,40,4,6,0,36,1,1
82224.0,0,307,26,360,138,31,40,5,3,1,50,1,1
83844.0,0,901,31,345,75,31,191,11,1,1,62,1,1
17003.0,1,2,5,12,4,8,7,4,5,0,39,1,1
71163.0,0,283,17,372,138,106,44,12,1,0,19,1,0
33697.0,1,4,3,7,0,3,11,2,7,0,44,1,0
63564.0,0,769,80,252,15,34,65,7,6,1,60,1,1
83443.0,0,518,42,742,55,56,84,5,2,1,42,1,1
51518.0,0,350,8,66,17,4,4,10,3,0,56,1,1
58330.0,0,445,53,213,104,98,151,13,4,1,39,1,0
80952.0,0,778,178,689,41,27,44,11,8,1,45,1,1
75507.0,0,709,93,374,104,80,80,6,3,1,35,1,1
63855.0,0,359,35,314,93,116,89,13,4,1,36,1,1
62220.0,0,799,12,375,16,12,12,5,6,1,42,1,1
58512.0,0,895,10,101,13,0,152,8,8,0,50,1,1
40662.0,1,40,2,23,0,4,23,3,4,0,35,1,1
38829.0,0,76,0,7,0,0,16,2,5,0,55,1,1
35523.0,1,11,5,22,12,5,11,3,7,0,33,1,1
79146.0,1,245,16,223,21,43,16,8,6,1,47,1,0
78285.0,0,647,107,391,175,67,40,10,3,1,26,1,1
31626.0,1,39,1,9,2,1,34,2,7,0,36,1,0
75127.0,0,203,35,305,46,17,227,5,1,0,62,1,0
48726.0,0,138,3,38,4,0,59,4,6,0,59,1,1
74985.0,0,587,51,898,247,0,86,7,2,0,37,1,1
67430.0,0,595,97,291,127,133,121,12,6,1,27,1,1
46891.0,0,43,12,23,29,15,61,4,4,0,49,1,1
62058.0,0,301,7,74,10,0,58,7,6,1,58,1,1
72063.0,0,180,32,348,76,32,90,12,2,1,35,1,1
78939.0,0,794,115,243,150,0,205,6,3,1,63,1,1
42720.0,1,392,5,91,28,26,112,7,8,1,49,1,0
33622.0,1,39,1,22,3,4,12,4,7,0,42,1,1
6835.0,0,107,2,12,2,2,12,1,20,0,57,1,1
41452.0,1,13,0,3,0,0,0,2,7,0,61,1,1
40760.0,0,70,0,17,0,0,6,3,6,0,49,1,0
74250.0,0,680,11,392,75,0,0,4,1,0,56,1,1
51124.0,1,26,1,11,0,1,4,3,3,0,59,1,0
72258.0,0,522,0,522,227,120,134,5,2,1,43,1,0
71466.0,0,412,12,546,78,182,0,10,1,1,40,1,0
36283.0,1,6,5,5,8,0,5,3,4,0,38,1,1
20587.0,1,2,3,6,4,1,9,2,7,0,44,1,0
30467.0,1,1,3,8,2,5,5,2,7,0,42,1,1
31590.0,1,6,2,15,6,6,3,3,8,0,42,1,1
20425.0,1,4,12,5,3,16,17,3,7,0,28,0,1
17144.0,1,18,2,19,0,2,6,4,7,0,54,1,1
42564.0,0,324,48,186,39,18,198,4,7,1,46,1,0
43783.0,1,327,9,125,25,4,139,8,7,1,36,1,1
40780.0,0,229,27,71,13,3,34,5,9,1,38,1,0
62847.0,0,521,168,706,80,76,61,4,2,0,69,1,1
82017.0,0,184,23,446,30,23,23,7,2,1,57,1,1
16813.0,0,4,8,11,12,2,13,3,7,0,64,1,0
51267.0,1,183,2,64,7,2,12,5,4,0,36,1,1
46524.0,0,31,19,35,26,14,52,5,3,0,53,1,0
45183.0,0,219,3,60,12,9,12,7,7,1,52,1,0
70421.0,0,479,28,136,75,14,35,7,6,1,60,1,1
60161.0,0,584,44,212,46,8,177,8,8,1,49,1,0
73926.0,0,627,91,597,159,91,15,12,3,1,41,1,1
19329.0,1,24,1,16,12,2,5,3,8,1,46,1,1
61872.0,0,330,5,159,36,27,16,9,4,1,44,1,1
46984.0,1,19,1,10,2,1,8,3,5,0,58,1,0
34838.0,1,28,23,29,29,14,47,4,6,0,63,1,1
82716.0,0,606,148,228,15,148,22,13,2,1,70,1,0
48192.0,0,1039,43,204,153,58,29,12,8,0,56,1,1
49681.0,0,411,0,26,0,0,21,7,7,1,38,1,1
56850.0,0,34,1,19,2,7,0,3,2,0,43,1,1
55267.0,0,161,28,136,32,3,45,6,3,0,57,1,1
59666.0,1,623,53,178,23,17,133,8,8,0,42,1,1
72504.0,0,604,26,470,123,161,94,6,2,1,42,1,0
26872.0,0,3,10,8,3,16,32,2,6,0,33,1,1
21359.0,1,12,2,17,6,1,10,3,8,0,42,1,0
73170.0,0,184,174,256,50,30,32,6,2,1,39,1,0
52750.0,0,393,0,239,90,69,69,9,4,1,59,1,1
91820.0,0,410,73,747,76,161,30,12,1,1,28,1,1
65968.0,0,376,9,83,19,4,4,7,3,1,44,1,1
30772.0,1,7,2,4,2,1,4,2,6,0,38,1,1
22507.0,0,68,0,226,51,157,68,4,9,1,60,1,0
65685.0,0,642,14,49,0,7,57,9,5,1,42,1,1
25804.0,1,8,7,9,13,6,12,3,8,0,36,1,1
76412.0,0,840,53,804,23,71,17,8,3,1,34,1,0
22063.0,1,7,10,13,3,11,11,3,7,0,42,1,1
57091.0,0,464,5,64,7,0,37,7,5,1,53,1,0
22419.0,0,30,3,47,19,21,42,2,8,0,51,1,1
87771.0,0,1492,38,287,50,57,33,4,6,1,55,1,1
78353.0,0,752,122,476,39,153,34,11,8,1,55,1,0
93404.0,1,1279,15,287,20,0,15,7,5,0,60,1,1
37859.0,1,22,1,8,2,1,2,3,8,0,52,1,0
80995.0,0,860,28,409,73,56,56,4,4,1,56,1,0
16529.0,1,3,0,5,13,0,1,3,6,0,30,1,1
55412.0,1,10,5,28,11,1,8,3,5,0,38,1,0
48789.0,0,351,16,156,7,5,145,7,6,1,22,1,0
56575.0,0,421,5,90,0,16,10,7,5,1,47,1,1
25130.0,1,2,5,7,0,18,18,3,7,0,34,1,1
35441.0,1,25,1,9,2,1,1,3,8,0,47,1,1
71391.0,0,336,123,274,46,123,141,12,3,1,58,1,1
49494.0,1,191,9,97,0,6,82,5,7,1,42,1,0
81702.0,0,563,50,774,28,31,187,12,3,1,34,1,0
45889.0,0,31,0,6,0,1,8,3,6,0,34,1,0
56628.0,0,479,5,82,7,17,171,5,5,1,37,1,0
34026.0,1,18,6,15,12,8,17,3,5,0,64,1,1
40049.0,0,91,65,52,10,44,28,6,5,0,40,1,1
34176.0,1,5,7,24,19,14,20,4,6,0,26,1,0
19419.0,1,2,14,28,16,3,7,3,9,1,33,1,1
82504.0,0,362,50,431,134,35,54,7,1,0,54,1,1
81205.0,0,724,74,929,97,55,130,7,2,1,44,1,1
61618.0,0,605,91,399,0,45,205,8,3,0,23,1,0
55284.0,0,547,7,140,0,7,63,8,5,1,58,1,0
49980.0,0,104,1,54,13,9,14,5,5,0,51,1,0
15072.0,2,8,2,15,0,10,18,3,5,0,34,1,1
49166.0,0,224,2,25,7,0,110,3,6,1,40,1,0
65324.0,0,384,0,102,21,32,5,9,4,1,60,1,1
82347.0,0,556,54,845,202,133,63,10,3,1,57,1,1
30843.0,1,24,0,2,0,0,9,2,5,0,48,1,1
46374.0,0,408,0,21,0,0,17,7,8,1,40,1,1
60474.0,0,265,199,303,234,9,170,12,7,1,35,1,0
38576.0,0,34,0,7,0,0,0,3,7,0,41,1,1
55357.0,2,374,64,116,84,25,64,11,5,1,29,1,1
37758.0,1,27,2,10,0,0,1,3,8,0,48,1,1
85710.0,0,600,20,350,29,30,33,10,2,1,25,1,1
23228.0,1,13,2,18,6,1,0,3,8,0,45,1,1
44602.0,1,167,2,89,0,0,34,4,8,1,45,1,1
7500.0,0,0,2,3,4,1,5,3,6,0,27,1,1
38683.0,1,46,35,69,84,41,66,6,7,1,25,1,1
49514.0,1,88,39,78,58,13,93,4,7,1,39,1,0
57906.0,0,243,11,119,10,3,15,8,4,1,41,1,1
43456.0,0,275,11,68,25,7,7,8,5,1,48,1,0
19485.0,2,6,0,4,0,0,0,2,7,0,28,1,0
53172.0,0,121,62,90,68,20,125,8,3,0,36,1,1
30545.0,1,4,12,15,19,7,12,3,7,0,35,1,1
70123.0,0,1308,0,396,23,0,0,4,3,1,31,1,1
62450.0,0,515,47,267,62,66,38,4,3,1,55,1,0
21675.0,1,4,0,16,17,4,4,3,7,1,38,1,1
42395.0,1,48,13,57,24,15,25,4,7,0,33,1,0
61346.0,1,562,58,168,43,16,142,10,3,1,36,1,1
80812.0,0,769,22,500,210,143,33,5,2,1,61,1,1
42835.0,1,379,4,93,12,9,98,4,6,1,43,1,0
39922.0,1,29,12,59,19,1,36,4,8,0,31,1,1
86424.0,0,387,68,569,89,45,68,12,1,1,58,1,0
17117.0,1,12,23,38,30,18,7,3,9,0,36,1,1
24762.0,1,6,10,12,3,15,40,2,8,0,42,1,0
35797.0,0,27,1,14,4,1,21,3,8,0,39,1,1
36627.0,2,9,1,5,0,0,1,3,5,0,39,1,0
51111.0,1,22,0,19,6,5,3,3,6,0,33,1,1
86857.0,0,899,102,838,133,102,40,10,2,1,42,1,0
82072.0,0,889,55,685,168,92,129,13,1,0,44,1,1
46231.0,2,189,2,55,0,5,12,4,9,1,61,1,0
42243.0,1,48,0,2,0,0,5,3,7,0,55,1,1
51195.0,1,230,14,156,82,24,58,5,8,1,52,1,1
68092.0,0,852,60,207,78,36,48,10,5,0,36,1,0
31814.0,1,35,3,20,4,1,20,3,9,0,41,1,1
51390.0,1,205,20,47,23,2,56,5,5,1,49,1,0
